Team_A_Name, Team_A_Status, Team_A_Carry_Name, Team_A_Carry_Hero, Team_A_Mid_Name, Team_A_Mid_Hero,Team_A_Off_Name, Team_A_Off_Hero, Team_A_Support_Name, Team_A_Support_Hero, Team_A_HardSupport_Name, Team_A_HardSupport_Hero,Team_B_Name, Team_B_Status, Team_B_Carry_Name, Team_B_Carry_Hero, Team_B_Mid_Name, Team_B_Mid_Hero, Team_B_Off_Name, Team_B_Off_Hero, Team_B_Support_Name, Team_B_Support_Hero, Team_B_HardSupport_Name, Team_B_HardSupport_Hero,Tier, Time
BB TEAM, win, Kiritych~, Tiny, gpk, Monkey King, MieRo, Timbersaw, Save-, Shadow Shaman, Kataomi, Ringmaster, Liquid, loss, V-Tune, Dragon Knight, Nisha, Nature's Prophet, SaberLight, Medusa, Boxi, Tusk, Insania, Ancient Apparition, 1, 47:16
Nigma Galaxy, win, Ghost, Morphling, Suma1L-, Kunkka, No!ob™, Doom, OmaR, Shadow Shaman, GH, Ancient Apparition, Shopify Rebellion, loss, Timado, Terrorblade, Yopaj-, Storm Spirit, Davai Lama, Sand King, Hellscream, Riki, skem, Jakiro, 1, 24:55
BOOM, win, JACKKY, Tiny, Armel, Storm Spirit, Jabz, Terrorblade, TIMS, Ringmaster, Jaunuel, Elder Titan, Xtreme , loss, Ame, Gyrocopter, Xm, Sand King, Xxs, Centaur Warrunner, XinQ, Slark, poloson, Jakiro, 1, 43:26
Aurora Gaming, loss, Nightfall, Tiny, kiyotaka, Monkey King, TORONTOTOKYO, Dark Seer, Mira, Tusk, panto, Shadow Shaman, OG.LATAM, win, K1, Ursa, DarkMago♡, Sand King, ILICH-, Underlord, Elmisho, Ringmaster, MoOz, Warlock, 1, 40:45
Ghost Sheep, win, k@pib@r@, Lone Druid, murk(4ikkk), 4ikkk, emo2003, Bristleback, Тиктоник, Rubick, reze, Storm Spirit, Nethercore, loss, people better than me:nobody~, Medusa, S4D4UCLO7, Beastmaster, empty, Keeper of the Light, Yuui-, Shadow Demon, yatorrent, Jakiro, 4, 35:43
DARK , loss, wannacoffee, Anti-Mage, Aboba, Puck, Vahee, Dawnbreaker, Denz, Marci, SectumSempra, Faceless Void, LUNAR, win, ardithjordan, Tinker, LV.Velm, Spectre, teresaross, Pudge, LV.Ashreaver, Terrorblade, Noxen, Phoenix, 4, 24:20
RuleBreakers, win, turnon, Earthshaker, dajonte, Tiny, Bloodfallen, Pudge, KosTyan, Invoker, SIlver, Silencer, SHAOLIN, loss, JAM, Juggernaut, Xarientoc, Kunkka, Neutron, Mars, heinz, Rubick, Nlainara, Ogre Magi, 4, 24:59
Azure Dragons, win, Alduin, Phantom Assassin, Flame, Kunkka, Bahamut, Legion Commander, Tiamat, Snapfire, Durandal, Witch Doctor, Peacekeepers, loss, rpuwok, Medusa, Charliss, Tiny, K1rbi, Dragon Knight, Trick_K, Zeus, ShyChild, Warlock, 3, 37:33
Dy, win, Lou, Terrorblade, Dstones-, Tiny, Maps, Centaur Warrunner, Kaka, Muerta, Dy, Elder Titan, YYF, loss, Agressif, Dragon Knight, Sakata, Storm Spirit, Yang, Doom, yoona, Rubick, RedPanda, Crystal Maiden, 3, 29:27
Bright Crusaders, win, VittoBossG, Templar Assassin, TwoFaced, Ember Spirit, Bandana, Wraith King, Norbert, Pudge, Satoru, Ancient Apparition, Foxy Gaming, loss, Pudre, Naga Siren, babyface, Shadow Fiend, titik, Spirit Breaker, Exterminator, Lion, ShinraTensei, Jakiro, 4, 25:50
TEIKO, win, people better than me:nobody~, Slark, S4D4UCLO7, Mars, Yuui-, Bounty Hunter, BladeM1ght, Leshrac, yatorrent, Tusk, Shinigami, loss, expected, Medusa, sakura, Jakiro, Dr0nched In Sw0t, Magnus, kismet, Faceless Void, yojik, Pudge, 4, 37:12
Lighting Legends, win, Jenkis, Clockwerk, Kayabreaker, Ember Spirit, Rittori, Lina, Hlillo-, Sven, Waronn, Slardar, FenixTeam, loss, Snémaât, Dragon Knight, BeNnS, Storm Spirit, Flint-, Magnus, sonlin, Undying, shogeyuu, Oracle, 4, 24:37
Dark Tamplars, win, Dobimaru, Gyrocopter, Sorrowsoul, Sand King, atlasX, Wraith King, Puppy, Dark Willow, kuki, Bane, Peacekeepers, loss, rpuwok, Morphling, Charliss, Storm Spirit, K1rbi, Medusa, Trick_K, Shadow Shaman, ShyChild, Abaddon, 3, 37:04
YG, win, Ksh, Dragon Knight, Young PH, Tinker, JG, Centaur Warrunner, Skill Lay, Weaver, ZawRain, Mirana, Nemesis, loss, Akashi, Monkey King, Mac, Tiny, Raven^, Mars, Jing, Windranger, Erice, Keeper of the Light, 3, 39:07
Wiser Warriors, win, AKID, Terrorblade, Nightfull, Windranger, EmbraceTheLight, Sand King, Dust_2, Spirit Breaker, Sandy, Crystal Maiden, Flawless Goblins, loss, tinkywinky, Riki, ZodiAc!, Storm Spirit, Kreen, Dark Seer, Okoni, Pudge, Randing, Grimstroke, 4, 31:39
Azure Dragons, loss, Alduin, Sven, Flame, Leshrac, Bahamut, Mars, Tiamat, Lion, Durandal, Ringmaster, Hellspawn, win, Hell_spawn, Phantom Assassin, Lipqa, Tinker, DealHaunt, Bristleback, Innmaiser, Riki, Umarunara, Nature's Prophet, 3, 31:14
Big Bang, win, BoomBoom, Abaddon, realtockwtf, Zeus, trapshitxd, Centaur Warrunner, Kayurin`ho, Disruptor, SpottieOttie, Nyx Assassin, BulletProofs, loss, bOzO, Luna, LoVash, Tiny, Jeri, Mars, tomash, Rubick, Xyloria, Winter Wyvern, 4, 30:27
Elite Eclipse, loss, Yuui-, Tusk, Vishenka, Ember Spirit, supamiq, Windranger, kismet, Mars, Glaidara XI, Luna, Eye Gaming, win, people better than me:nobody~, Templar Assassin, yvs, Jakiro, Dr0nched In Sw0t, Rubick, vogel, Centaur Warrunner, yojik, Arc Warden, 4, 23:13
Dominatrix, loss, Umalonsen, Vengeful Spirit, Leylord, Jakiro, RazbavlyouGlow, Necrophos, Helix, Ogre Magi, Keu, Wraith King, Crew X, win, Bedbug, Ursa, mischievous, Rubick, jmixheal, Spirit Breaker, genstrichkh, Undying, gTolstui, Crystal Maiden, 4, 25:31
Dragon Blood, loss, Bubiza, Sven, Tonyoka, Storm Spirit, Kayaru, Chaos Knight, Drand, Shadow Shaman, PsiBlades, Ancient Apparition, NOVA , win, NP.Black l1ght, Jakiro, NP.chaveve, Shadow Fiend, NP.BlAze, Ringmaster, NP.infinity, Timbersaw, NP.reneemartin, Viper, 4, 25:20
Prime Legion, loss, Unirraros, Templar Assassin, Flastyle, Ember Spirit, Exmile, Night Stalker, Sqeemz, Windranger, unnv, Ancient Apparition, Moonlight Wispers, win, Tiamani, Gyrocopter, indra, Storm Spirit, TeRakudA, Mars, BenZzarSi, Nyx Assassin, Stardust, Snapfire, 3, 36:38
TOXIC, win, Tt. 1x1?, Phantom Assassin, Tt.Rottery, Magnus, Tt.Wired, Slardar, Tt.Doopled, Skywrath Mage, Tt.satasatasata, Enchantress, HellBear, loss, HH.Rakinu, Shadow Fiend, HH.Harbinger, Lina, HH.Bambula, Centaur Warrunner, HH.Chedema, Rubick, HH.packout, Crystal Maiden, 3, 36:15
Night Vision, loss, NV.WaifuWarrior, Sniper, NV.mintyfresh, Templar Assassin, NV.popcorny, Tusk, NV.Volcanus, Tidehunter, NV.Jupitera, Dazzle, Darkness Gaming, win, DG.ThunderRiver, Wraith King, DG.hoxi, Pugna, DG.Dreadlight, Dragon Knight, DG.Ndolal, Clockwerk, DG.dollymy, Ancient Apparition, 3, 34:28
Project Achilles, win, Scarycrow, Morphling, Ravenn, Shadow Fiend, kitara, Medusa, KiritO, Rubick, ito, Jakiro, Freedom Fighters, loss, Imissed, Phantom Lancer, Freedom13, Huskar, Xolli, Dawnbreaker, Akujin, Spirit Breaker, All_After_me, Lion, 3, 32:49
Real Eclipse, loss, RE.siuuu, Dragon Knight, RE.Terax, Storm Spirit, RE.Photon, Timbersaw, RE.Entan, Ringmaster, RE.Trixi, Crystal Maiden, Vertex Pack, win, vP.Helannt, Gyrocopter, vP.Shelby, Zeus, vP.RatnBone, Beastmaster, vP.zikboss, Keeper of the Light, vP.Pronto, Windranger, 3, 30:46
Moonlight Wispers, win, Tiamani, Luna, indra, Beastmaster, TeRakudA, Sand King, BenZzarSi, Rubick, Stardust, Warlock, Freedom Fighters, loss, Imissed, Templar Assassin, Freedom13, Storm Spirit, Xolli, Centaur Warrunner, Akujin, Windranger, All_After_me, Lion, 3, 47:18
Wild Dragon, win, WD.Kalanno, Phantom Assassin, WD.Nyac, Sniper, WD.Javi, Mars, WD.Darima, Mirana, WD.Hellen, Lion, Silent killer, loss, sK.busow, Dragon Knight, sK.onenen, Tiny, sK.itras, Doom, sK.lotorimri, Rubick, sK.yacathem, Ogre Magi, 3, 22:20
Romania, win, Ulnit, Terrorblade, w33, Invoker, Arise, Magnus, BladeMoose, Jakiro, Flash, Crystal Maiden, Ireland, loss, Dara, Nature's Prophet, Catalyst, Dragon Knight, Faith_Cian, Dawnbreaker, Mister Diddlez, Windranger, Mousey, Ancient Apparition, 3, 17:53
Wales, loss, Iggy, Monkey King, neb, Snapfire, Spartan, Kunkka, Volition, Tusk, ashteezy, Muerta, North Macedonia, win, zipzap, Nature's Prophet, GodKid-17, Phoenix, Neo, Axe, Josif, Windranger, H8, Crystal Maiden, 3, 21:09
Hungary, win, 競賽, Phantom Assassin, past despair, Slardar, lowskill, Dark Seer, Solar, Shadow Shaman, Kdm, Tinker, Czech Republic, loss, Honzajss, Nature's Prophet, dekaiT, Pangolier, Artail, Axe, sehny, Silencer, Laograc, Clockwerk, 3, 31:54
Prime Legion, win, Unirraros, Templar Assassin, Flastyle, Magnus, Exmile, Dawnbreaker, Sqeemz, Ringmaster, unnv, Jakiro, Project Achilles, loss, Scarycrow, Anti-Mage, Ravenn, Storm Spirit, kitara, Doom, KiritO, Bane, ito, Zeus, 3, 25:46
Georgia, win, Nande, Doom, W1sh-, Nature's Prophet, Stormy, Bristleback, exelof, Mirana, Chio5, Silencer, Sweden, loss, charlie, Morphling, Xcalibur, Storm Spirit, M4lem, Tidehunter, Pablo, Shadow Shaman, Showbis, Ancient Apparition, 3, 24:17
Switzerland, loss, Monkey, Phantom Assassin, Scholp, Monkey King, Intergraphic, Magnus, Guci, Pudge, ybdomi, Windranger, Moldova, win, Lycoris, Bristleback, Ctc, Templar Assassin, 6 Minute God, Broodmother, yayoyo, Ember Spirit,  Requiem, Tusk, 3, 33:32
Denmark, win, 1striker, Phantom Assassin, Nightcrawler, Pangolier, Happy, Bristleback, Goose, Hoodwink, Ivz, Tinker, France, loss, tono, Morphling, Zeppelin, Ember Spirit, Atoufix, Legion Commander, yopoman, Ringmaster, Sky, Ancient Apparition, 3, 47:38
4Pirates, win, Otaker, Nature's Prophet, nattynarwhal_, Kunkka, mister moral, Abaddon, ariel, Venomancer, perdan4ik, Shadow Shaman, Runa, loss, shigetsu, Slark, Nicky`Cool, Ember Spirit, alberkaaa, Medusa, queezy, Windranger, Till the end, Jakiro, 2, 31:49
Croatia, loss, M33halj, Necrophos, gottaloveya, Kunkka, Deimos, Phoenix, zendog, Tiny, BEAUTY, Warlock, Turkey, win, Dingo, Templar Assassin, G.T.I, Timbersaw, KERTENKELE, Tidehunter, Jeezy, Jakiro, Stoic, Tusk, 3, 21:04
Wales, loss, Iggy, Jakiro, neb, Timbersaw, Spartan, Mars, Volition, Tusk, ashteezy, Shadow Shaman, Belarus, win, Pio65, Tidehunter, young G, Beastmaster, Miyaoo, Monkey King, Astral, Bane, kur0patbI4, Snapfire, 3, 22:30
North Macedonia, win, zipzap, Terrorblade, Stojkov, Dragon Knight, GodKid-17, Timbersaw, Neo, Shadow Shaman, H8, Jakiro, Hungary, loss, 競賽, Gyrocopter, past despair, Pangolier, lowskill, Bristleback, Solar, Tusk, Kdm, Tinker, 3, 30:54
TEIKO, win, people better than me:nobody~, Juggernaut, yvs, Pugna, vogel, Beastmaster, Dr0nched In Sw0t, Magnus, Shendelwisp, Lion, Cross Guild, loss, badcompany, Mars, kismet, Terrorblade, BladeM1ght, Muerta, -shanks2, Tinker, meow666, Queen of Pain, 4, 28:41
Dominion, win, Тиктоник, Dawnbreaker, sakura, Clockwerk, akkiru1, Wraith King, Vishenka, Queen of Pain, salamandra, Windranger, Romashku, loss, DoCK†oR_ManGal, Silencer, abysmal, Muerta, supamiq, Morphling, Sairus, Mars, alli., Monkey King, 4, 27:57
Immortal Squad, win, Dreadlight, Lifestealer, livesey, Magnus, Lightcrawler, Wraith King, Qimusavoz, Silencer, Shark, Zeus, Stormriders, loss, HellFire, Pudge, Storm_blow, Sand King, NeverLove, Juggernaut, Mimido, Hoodwink, Enjoer, Witch Doctor, 3, 36:27
YYF, loss, Agressif, Gyrocopter, Sakata, Sniper, Yang, Centaur Warrunner, yoona, Tusk, RedPanda, Crystal Maiden, 老陈, win, 圣子华炼, Morphling, White丶Album, Nature's Prophet, JT-, Dawnbreaker, Pyw, Shadow Shaman, Rabbit, Clockwerk, 3, 48:54
Dark Tamplars, win, Dobimaru, Anti-Mage, Sorrowsoul, Storm Spirit, atlasX, Sand King, Puppy, Phoenix, kuki, Snapfire, Hellspawn, loss, Hell_spawn, Juggernaut, Lipqa, Dragon Knight, DealHaunt, Pangolier, Innmaiser, Magnus, Umarunara, Ringmaster, 3, 31:13
AVULUS, win, Knight~, Medusa, Mo13ei, Tiny, Xibbe, Pangolier, dEsire, Windranger, Fly, Jakiro, Virtus.pro, loss, V-Tune, Lifestealer, Lorenof, Dragon Knight, Daxak, Beastmaster, Antares, Shadow Shaman, rein, Phoenix, 2, 36:35
Sweden, win, charlie, Alchemist, Xcalibur, Tiny, M4lem, Bristleback, Bengan, Mirana, Showbis, Silencer, Montenegro, loss, Sani, Ursa, Nick Wilde, Viper, Madee, Wraith King, Amko1o, Windranger, SayleR-, Jakiro, 3, 23:55
Serbia, loss, Vidjen, Kunkka, Mali burgos razbijač, Oracle, Lucky, Bristleback, Alex , Phantom Assassin, bbz, Shadow Shaman, Georgia, win, Nande, Clinkz, W1sh-, Beastmaster, Stormy, Dark Seer, exelof, Bounty Hunter, Chio5, Tusk, 3, 27:52
Bulgaria, win, Nikobaby, Phantom Assassin, Knowledge, Shadow Fiend, Mastermind, Dark Seer, Kotkata, Tiny, FAILETZ, Silencer, Switzerland, loss, nonchalant, Gyrocopter, Scholp, Earthshaker, Intergraphic, Magnus, Guci, Lion, ybdomi, Windranger, 3, 31:09
France, loss, tono, Tiny, Zeppelin, Outworld Destroyer, Atoufix, Pangolier, yopoman, Muerta, Sky, Gyrocopter, Moldova, win, Lycoris, Lifestealer, Ctc, Monkey King, 6 Minute God, Dark Seer, yayoyo, Windranger,  Requiem, Ringmaster, 3, 30:15
TEIKO, loss, yvs, Silencer, Kerrigan, Lifestealer, vogel, Beastmaster, Dr0nched In Sw0t, Monkey King, Shendelwisp, Windranger, Nethercore, win, people better than me:nobody~, Medusa, S4D4UCLO7, Sand King, empty, Ember Spirit, Yuui-, Leshrac, yatorrent, Warlock, 4, 38:47
Ghost Sheep, win, k@pib@r@, Clinkz, flop~, Tusk, emo2003, Tidehunter, Тиктоник, Skywrath Mage, aloxa, Jakiro, La Passion, loss, SandQ, Sand King, DoCK†oR_ManGal, Dark Willow, eshkeree_enjoyer, Storm Spirit, Glaidara XI, Medusa, moonboyy, Silencer, 4, 45:41
DARK , win, wannacoffee, Pudge, Aboba, Terrorblade, Vahee, Legion Commander, Denz, Warlock, SectumSempra, Earthshaker, LSG, loss, Kintaro, Phantom Assassin, Scorpion, Invoker, Cyrax, Mars, Quan Chi, Jakiro, Nightwolf, Mirana, 4, 41:33
Dy, loss, Lou, Morphling, Dstones-, Storm Spirit, Maps, Mars, Kaka, Nyx Assassin, Dy, Phoenix, Maybe, win, Cty, Underlord, Somnus, Pangolier, chalice, Enigma, ICEICE, Tusk, xNova, Tinker, 3, 30:59
Hellspawn, win, Hell_spawn, Weaver, Lipqa, Tinker, DealHaunt, Wraith King, Innmaiser, Riki, Umarunara, Jakiro, Stormriders, loss, HellFire, Centaur Warrunner, Storm_blow, Earthshaker, NeverLove, Medusa, Mimido, Batrider, Enjoer, Disruptor, 3, 30:15
TEIKO, win, yvs, Warlock, S4D4UCLO7, Mars, expected, Dragon Knight, Yuui-, Leshrac, Glaidara XI, Nature's Prophet, Shinigami, loss, people better than me:nobody~, Tiny, Тиктоник, Windranger, vogel, Dawnbreaker, yojik, Puck, yatorrent, Shadow Shaman, 4, 38:00
LUNAR, win, Noxen, Shadow Shaman, LV.Velm, Terrorblade, ardithjordan, Nature's Prophet, teresaross, Crystal Maiden, LV.Ashreaver, Wraith King, LSG, loss, Kintaro, Sven, Scorpion, Shadow Fiend, Cyrax, Underlord, Quan Chi, Tinker, Nightwolf, Rubick, 4, 24:14
Dark Tamplars, loss, Dobimaru, Clinkz, Sorrowsoul, Nature's Prophet, atlasX, Necrophos, Puppy, Tiny, kuki, Treant Protector, Immortal Squad, win, Dreadlight, Dragon Knight, livesey, Puck, Lightcrawler, Dawnbreaker, Qimusavoz, Ringmaster, Shark, Tusk, 3, 39:50
Dominion, win, people better than me:nobody~, Tiny, Тиктоник, Windranger, Glaidara XI, Timbersaw, yatorrent, Warlock, vogel, Sand King, TEIKO, loss, yvs, Underlord, aloxa, Sniper, Мясная бита, Lifestealer, moonboyy, Pudge, yojik, Alchemist, 4, 27:21
Dragon Blood, loss, Bubiza, Templar Assassin, Tonyoka, Storm Spirit, Kayaru, Legion Commander, Drand, Windranger, PsiBlades, Crystal Maiden, DARK , win, wannacoffee, Phantom Assassin, Aboba, Ember Spirit, Vahee, Centaur Warrunner, Denz, Clockwerk, SectumSempra, Ancient Apparition, 4, 38:53
Freedom Fighters, loss, Imissed, Morphling, Freedom13, Grimstroke, Xolli, Doom, Akujin, Jakiro, All_After_me, Warlock, Prime Legion, win, Unirraros, Templar Assassin, Flastyle, Shadow Fiend, Exmile, Mars, Sqeemz, Windranger, unnv, Clockwerk, 3, 45:00
Project Achilles, loss, Scarycrow, Phantom Assassin, Ravenn, Invoker, kitara, Enigma, KiritO, Silencer, ito, Witch Doctor, Moonlight Wispers, win, Tiamani, Kunkka, indra, Earthshaker, TeRakudA, Sand King, BenZzarSi, Zeus, Stardust, Batrider, 3, 40:52
Prime Legion, win, Unirraros, Terrorblade, Flastyle, Ember Spirit, Exmile, Medusa, Sqeemz, Tinker, unnv, Silencer, Moonlight Wispers, loss, Tiamani, Wraith King, indra, Leshrac, TeRakudA, Kunkka, BenZzarSi, Spirit Breaker, Stardust, Elder Titan, 3, 33:40
Croatia, loss, M33halj, Medusa, Libac, Doom, Deimos, Primal Beast, zendog, Windranger, BEAUTY, Silencer, Romania, win, 1.Win_or_Die^#, Tidehunter, Ulnit, Nature's Prophet, w33, Sand King, BladeMoose, Ringmaster, Flash, Clockwerk, 3, 43:39
Israel, win, LaeL, Sand King, Pogrom, Lion, Ugi, Warlock, Berale, Tiny, Statubom, Phantom Assassin, Ireland, loss, Dara, Silencer, VOXO, Ember Spirit, Catalyst, Wraith King, Faith_Cian, Bristleback, Mister Diddlez, Windranger, 3, 20:17
Czech Republic, loss, Honzajss, Nature's Prophet, dekaiT, Storm Spirit, Artail, Medusa, sehny, Shadow Shaman, Laograc, Ringmaster, Belarus, win, Pio65, Dragon Knight, young G, Monkey King, Miyaoo, Pangolier, Astral, Windranger, kur0patbI4, Ancient Apparition, 3, 33:20
Wales, loss, Iggy, Lifestealer, neb, Monkey King, Spartan, Dawnbreaker, Volition, Shadow Demon, ashteezy, Tusk, Hungary, win, 競賽, Tiny, past despair, Queen of Pain, lowskill, Sand King, Solar, Muerta, Kdm, Warlock, 3, 26:07
Zero Tenacity, win, Nande, Slark, Stojkov, Nature's Prophet, nefrit, Dark Seer, Pablo, Earthshaker, LeBronDota, Crystal Maiden, Runa, loss, shigetsu, Ursa, Nicky`Cool, Sand King, alberkaaa, Enigma, queezy, Windranger, Till the end, Silencer, 2, 37:20
Project Achilles, win, Scarycrow, Medusa, Ravenn, Shadow Fiend, kitara, Tidehunter, KiritO, Shadow Shaman, ito, Clockwerk, Freedom Fighters, loss, Imissed, Anti-Mage, Freedom13, Invoker, Xolli, Axe, Akujin, Windranger, All_After_me, Warlock, 3, 31:40
Montenegro, loss, Sani, Ursa, Nick Wilde, Nature's Prophet, Madee, Dawnbreaker, Amko1o, Clockwerk, SayleR-, Jakiro, Ukraine , win, yowaai, Abaddon, dualrazee, Shadow Fiend, Norma, Pangolier, Fernans, Riki, flacko, Mirana, 3, 25:54
Bulgaria, loss, Nikobaby, Morphling, Knowledge, Ember Spirit, Bobkata, Timbersaw, Kotkata, Windranger, FAILETZ, Clockwerk, Denmark, win, 1striker, Doom, Nightcrawler, Pangolier, Happy, Bristleback, Goose, Hoodwink, Ivz, Tinker, 3, 44:27
France, win, tono, Phantom Assassin, Zeppelin, Mars, Atoufix, Medusa, yopoman, Tusk, Sky, Gyrocopter, Switzerland, loss, nonchalant, Nyx Assassin, Monkey, Ursa, Scholp, Zeus, Intergraphic, Sand King, ybdomi, Tinker, 3, 48:47
Runa, win, shigetsu, Sven, Nicky`Cool, Riki, alberkaaa, Underlord, queezy, Windranger, Till the end, Ancient Apparition, AVULUS, loss, Knight~, Terrorblade, Mo13ei, Beastmaster, Xibbe, Centaur Warrunner, dEsire, Ringmaster, Fly, Shadow Shaman, 2, 42:23
Azure Dragons, win, Alduin, Nature's Prophet, Flame, Storm Spirit, Bahamut, Centaur Warrunner, Tiamat, Lion, Durandal, Warlock, Peacekeepers, loss, rpuwok, Tiny, Charliss, Mars, K1rbi, Underlord, Trick_K, Rubick, ShyChild, Snapfire, 3, 37:25
Israel, win, LaeL, Legion Commander, Berale, Ringmaster, Ugi, Silencer, Statubom, Morphling, putin main, Pangolier, Croatia, loss, Libac, Sand King, M33halj, Ursa, Deimos, Tiny, zendog, Shadow Shaman, BEAUTY, Warlock, 3, 55:01
Turkey, win, Dingo, Templar Assassin, G.T.I, Tiny, KERTENKELE, Centaur Warrunner, Jeezy, Snapfire, Stoic, Ringmaster, Poland, loss, Szajtek, Dragon Knight, Papiez, Queen of Pain, Hikosso, Dawnbreaker, Ciptok, Jakiro, Kubox, Tusk, 3, 27:11
Hungary, loss, 競賽, Morphling, past despair, Tiny, lowskill, Sand King, Solar, Ringmaster, Kdm, Warlock, Belarus, win, Pio65, Luna, young G, Puck, Miyaoo, Enigma, Astral, Shadow Shaman, kur0patbI4, Elder Titan, 3, 42:02
North Macedonia, win, zipzap, Sniper, Neo, Terrorblade, GodKid-17, Medusa, Josif, Tiny, H8, Crystal Maiden, Czech Republic, loss, Honzajss, Templar Assassin, dekaiT, Pangolier, Artail, Axe, sehny, Gyrocopter, Laograc, Shadow Shaman, 3, 28:05
Shinigami, win, people better than me:nobody~, Terrorblade, S4D4UCLO7, Doom, aloxa, Clockwerk, yojik, Beastmaster, karma , Rubick, Dominion, loss, yvs, Windranger, expected, Mars, Vishenka, Storm Spirit, Dr0nched In Sw0t, Morphling, yatorrent, Ancient Apparition, 4, 36:17
La Passion, win, Kerrigan, Outworld Destroyer, DoCK†oR_ManGal, Ancient Apparition, SandQ, Slardar, moonboyy, Bounty Hunter, Glaidara XI, Ember Spirit, Ghost Sheep, loss, k@pib@r@, Troll Warlord, murk(4ikkk), 4ikkk, emo2003, Pangolier, Тиктоник, Windranger, reze, Huskar, 4, 38:05
Zero Tenacity, win, Nande, Nature's Prophet, Stojkov, Queen of Pain, nefrit, Bristleback, Pablo, Shadow Shaman, LeBronDota, Elder Titan, One Move, loss, eyesight, Morphling, zvёzd, Mars, Difference, Monkey King, not me, Muerta, bb3px, Tusk, 2, 52:28
Virtus.pro, loss, V-Tune, Phantom Assassin, Lorenof, Shadow Fiend, Daxak, Jakiro, Antares, Slark, rein, Warlock, Shopify Rebellion, win, Timado, Templar Assassin, Yopaj-, Ember Spirit, Davai Lama, Dark Seer, Hellscream, Riki, skem, Shadow Shaman, 2, 71:25
Dy, win, Lou, Morphling, Dstones-, Death Prophet, Maps, Mars, Kaka, Tiny, Dy, Warlock, 老陈, loss, 圣子华炼, Bristleback, White丶Album, Kunkka, JT-, Timbersaw, Pyw, Windranger, Rabbit, Night Stalker, 3, 26:33
Hellspawn, win, Hell_spawn, Juggernaut, Lipqa, Tiny, DealHaunt, Medusa, Innmaiser, Hoodwink, Umarunara, Zeus, Immortal Squad, loss, Dreadlight, Sven, livesey, Sniper, Lightcrawler, Dawnbreaker, Qimusavoz, Tusk, Shark, Crystal Maiden, 3, 45:34
Montenegro, loss, Sani, Ursa, Nick Wilde, Nyx Assassin, Madee, Legion Commander, Amko1o, Pudge, SayleR-, Shadow Shaman, Georgia, win, Tsoppa, Dawnbreaker, W1sh-, Beastmaster, Stormy, Bristleback, exelof, Mirana, Chio5, Jakiro, 3, 29:45
Serbia, loss, Vidjen, Sand King, Mali burgos razbijač, Ringmaster, Lucky, Doom, Alex , Tiny, bbz, Phoenix, Sweden, win, charlie, Lifestealer, Xcalibur, Nature's Prophet, M4lem, Centaur Warrunner, Bengan, Tusk, Showbis, Shadow Shaman, 3, 40:43
Bulgaria, win, Nikobaby, Phantom Assassin, Knowledge, Puck, Bobkata, Sand King, Kotkata, Windranger, FAILETZ, Jakiro, France, loss, tono, Tiny, Zeppelin, Ember Spirit, Atoufix, Dark Seer, yopoman, Clockwerk, Sky, Ancient Apparition, 3, 45:07
Denmark, loss, 1striker, Phantom Assassin, Nightcrawler, Timbersaw, Happy, Sand King, Goose, Hoodwink, Ivz, Winter Wyvern, Moldova, win, Lycoris, Lifestealer, Ctc, Tiny, 6 Minute God, Bristleback, yayoyo, Muerta,  Requiem, Ringmaster, 3, 47:42
Cross Guild, win, badcompany, Terrorblade, yvs, Tusk, DoCK†oR_ManGal, Dark Willow, BladeM1ght, Leshrac, -shanks2, Marci, Dominion, loss, expected, Slardar, aloxa, Windranger, moonboyy, Silencer, yojik, Outworld Destroyer, akkiru1, Ursa, 4, 33:10
Ghost Sheep, loss, k@pib@r@, Drow Ranger, murk(4ikkk), 4ikkk, emo2003, Slardar, Тиктоник, Rubick, reze, Ember Spirit, Nethercore, win, people better than me:nobody~, Terrorblade, S4D4UCLO7, Mars, Yuui-, Windranger, Glaidara XI, Dragon Knight, yatorrent, Jakiro, 4, 42:31
YYF, loss, Agressif, Tiny, Sakata, Storm Spirit, Yang, Underlord, yoona, Windranger, RedPanda, Silencer, Maybe, win, Cty, Clinkz, Somnus, Pangolier, chalice, Dark Seer, ICEICE, Tusk, xNova, Crystal Maiden, 3, 23:27
Apple City Gang, loss, yowaai, Luna, dualrazee, Sniper, Norma, Bristleback, Fernans, Ringmaster, flacko, Elder Titan, One Move, win, eyesight, Ursa, zvёzd, Medusa, Difference, Monkey King, not me, Windranger, bb3px, Jakiro, 2, 33:02
Nemesis, win, Akashi, Kunkka, Mac, Morphling, Raven^, Mars, Jing, Shadow Shaman, Erice, Silencer, TFG, loss, jikroy, Luna, MamangDaya, Storm Spirit, db-, Dark Seer, dalul, Slark, Varizh, Elder Titan, 3, 55:57
Wiser Warriors, loss, AKID, Dragon Knight, Nightfull, Tinker, EmbraceTheLight, Wraith King, Dust_2, Rubick, Sandy, Keeper of the Light, LUNAR, win, LV.Ashreaver, Underlord, Noxen, Winter Wyvern, LV.Velm, Morphling, ardithjordan, Anti-Mage, teresaross, Ogre Magi, 4, 25:56
AVULUS, win, Knight~, Terrorblade, Mo13ei, Tusk, Xibbe, Enigma, dEsire, Shadow Shaman, Fly, Jakiro, OG, loss, Shad, Templar Assassin, Stormstormer, Invoker, MikSa`, Mars, daze, Windranger, Kidaro, Ringmaster, 2, 32:35
