Team_A_Name, Team_A_Status, Team_A_Carry_Name, Team_A_Carry_Hero, Team_A_Mid_Name, Team_A_Mid_Hero,Team_A_Off_Name, Team_A_Off_Hero, Team_A_Support_Name, Team_A_Support_Hero, Team_A_HardSupport_Name, Team_A_HardSupport_Hero,Team_B_Name, Team_B_Status, Team_B_Carry_Name, Team_B_Carry_Hero, Team_B_Mid_Name, Team_B_Mid_Hero, Team_B_Off_Name, Team_B_Off_Hero, Team_B_Support_Name, Team_B_Support_Hero, Team_B_HardSupport_Name, Team_B_HardSupport_Hero,Tier, Time
Mad Monkeys, loss, med, Lifestealer, Perfavore, Earthshaker, azeri, Timbersaw, Asakura, Lion, Aika, Bane, Flawless Goblins, win, tinkywinky, Luna, ZodiAc!, Lina, Kreen, Doom, Okoni, Shadow Shaman, Randing, Oracle, 4, 31:46
IAP, loss, dejej, Medusa, Yona, Tiny, Neil, Pangolier, sagiri, Batrider, Jotun, Phoenix, Essence, win, Armel, Lina, Raven^, Dragon Knight, xxappy, Doom, NARMAN, Shadow Demon, ponyo, Ogre Magi, 2, 57:11
Business Club, win, people better than me:nobody~, Spectre, yvs, Dark Willow, S4D4UCLO7, Axe, Thomas Shelby ( курю ),  курю , Yuui-, Lion, Kiba Arms, loss, DragonX, Queen of Pain, 35street, Primal Beast, Dronik, Lifestealer, ami, Shadow Demon, mitokiromi, Zeus, 4, 33:06
Foxy Gaming, loss, Pudre, Alchemist, babyface, Queen of Pain, titik, Windranger, Exterminator, Shadow Shaman, ShinraTensei, Dazzle, Wiser Warriors, win, AKID, Terrorblade, Nightfull, Outworld Destroyer, EmbraceTheLight, Doom, Dust_2, Leshrac, Sandy, Ogre Magi, 4, 23:16
Elite Eclipse, loss, РауховкаJülich, Viper, expected, Lina, Monah, Anti-Mage, DoCK†oR_ManGal, Jakiro, aloxa, Lion, Dominion, win, Disperser, Lifestealer, maks0sau, Puck, Kerrigan, Doom, Тиктоник, Rubick, sakura, Abaddon, 4, 29:04
Stormriders, loss, HellFire, Centaur Warrunner, Storm_blow, Templar Assassin, NeverLove, Earthshaker, Mimido, Pudge, Enjoer, Chen, Dark Tamplars, win, Dobimaru, Anti-Mage, Sorrowsoul, Rubick, atlasX, Dawnbreaker, Puppy, Riki, kuki, Witch Doctor, 4, 30:06
Ivory Team, loss, Gohan, Dragon Knight, Ken, Timbersaw, Rupido, Tidehunter, Dric, Shadow Demon, Grimz, Warlock, Execration, win, Akashi, Morphling, lewis, Bristleback, Tino, Beastmaster, Shanks, Clockwerk, cml, Silencer, 3, 38:56
IAP, win, dejej, Dragon Knight, Yona, Tiny, Neil, Pudge, sagiri, Dark Willow, Jotun, Lich, Caterpillar, loss, Do6, Alchemist, Fearless, Storm Spirit, Masaros, Beastmaster, Neverdie_T, Riki, Boomy, Batrider, 2, 35:43
Eye Gaming, loss, Dronik, Timbersaw, Yuui-, Zeus, Anime<3, Primal Beast, casino, Lifestealer, yatorrent, Tusk, Prodigy Of God, win, yvs, Enchantress, people better than me:nobody~, Razor, S4D4UCLO7, Bristleback, Thomas Shelby ( курю ),  курю , Arrivederci, Winter Wyvern, 4, 41:05
TGOAL, win, 朝碧海暮苍梧, Alchemist, tzz, Ember Spirit, 我一个大拉, Slardar, imitator, Riki, Azreal 麋鹿, Oracle, Spiky Gaming, loss, ukiyo, Doom,  Light, Invoker, Candyloon, Night Stalker, Docres, Bounty Hunter, 演员找我结账, Batrider, 3, 32:19
Hellspawn, loss, Hell_spawn, Sven, Lipqa, Invoker, DealHaunt, Sand King, Innmaiser, Lion, Umarunara, Ogre Magi, Azure Dragons, win, Alduin, Bloodseeker, Flame, Meepo, Bahamut, Axe, Tiamat, Enigma, Durandal, Lich, 4, 41:23
Swift Knights, loss, Pelfox, Drow Ranger, billyH, Lina, Melnik, Dark Seer, Diamond, Dark Willow, Doobie, Ogre Magi, DARK , win, wannacoffee, Spectre, Aboba, Vengeful Spirit, Vahee, Undying, Denz, Pudge, SectumSempra, Crystal Maiden, 4, 33:03
nuts99992222, loss, 冷静不上火, Beastmaster, xiaofu, Timbersaw, 我是农民, Monkey King, November1231, Muerta, 性情中人, Bounty Hunter, TGOAL, win, 朝碧海暮苍梧, Phantom Assassin, tzz, Storm Spirit, 我一个大拉, Tidehunter, imitator, Nyx Assassin, Azreal 麋鹿, Undying, 3, 30:33
Young Blood, loss, jikroy, Phantom Assassin, MamangDaya, Tiny, Red, Enigma, dalul, Batrider, nononono, Shadow Demon, Execration, win, Akashi, Night Stalker, lewis, Lina, Tino, Lycan, Shanks, Monkey King, cml, Lich, 3, 38:47
FenixTeam, win, Snémaât, Sven, BeNnS, Ember Spirit, Flint-, Doom, sonlin, Nyx Assassin, shogeyuu, Warlock, Big Bang, loss, BoomBoom, Magnus, realtockwtf, Muerta, trapshitxd, Centaur Warrunner, Kayurin`ho, Tusk, SpottieOttie, Spirit Breaker, 4, 34:43
IAP, win, dejej, Morphling, Yona, Tiny, Neil, Phoenix, sagiri, Nyx Assassin, Jotun, Zeus, Ivory Team, loss, Gohan, Dragon Knight, Ken, Lina, Rupido, Centaur Warrunner, Dric, Muerta, Grimz, Batrider, 2, 37:57
Shadow Avengers, win, Akila, Phantom Assassin, Fernandos, Invoker, Odisey, Leshrac, LakeY, Rubick, Chipicao, Pudge, Flawless Goblins, loss, tinkywinky, Bloodseeker, ZodiAc!, Shadow Fiend, Kreen, Legion Commander, Okoni, Nyx Assassin, Randing, Treant Protector, 4, 23:29
LSG, loss, Kintaro, Ursa, Scorpion, Storm Spirit, Cyrax, Mars, Quan Chi, Pudge, Nightwolf, Weaver, Dragon Blood, win, Bubiza, Gyrocopter, Tonyoka, Queen of Pain, Kayaru, Chaos Knight, Drand, Rubick, PsiBlades, Ogre Magi, 4, 28:48
Azure Dragons, loss, Alduin, Gyrocopter, Flame, Void Spirit, Bahamut, Broodmother, Tiamat, Phoenix, Durandal, Treant Protector, Dark Tamplars, win, Dobimaru, Phantom Assassin, Sorrowsoul, Magnus, atlasX, Primal Beast, Puppy, Snapfire, kuki, Abaddon, 4, 24:48
Elite Eclipse, loss, Dronik, Tiny, Yuui-, Skywrath Mage, sakura, Ogre Magi, casino, Alchemist, Anime<3, Doom, Nethercore, win, yvs, Batrider, people better than me:nobody~, Medusa, S4D4UCLO7, Axe, Thomas Shelby ( курю ),  курю , yatorrent, Tusk, 4, 39:33
SHAOLIN, loss, JAM, Luna, Xarientoc, Zeus, Neutron, Windranger, heinz, Pudge, Nlainara, Undying, Lighting Legends, win, Waronn, Axe, Jenkis, Rubick, Kayabreaker, Tiny, Rittori, Pugna, Hlillo-, Sniper, 4, 26:36
Wiser Warriors, win, AKID, Templar Assassin, Nightfull, Shadow Fiend, EmbraceTheLight, Sand King, Dust_2, Nature's Prophet, Sandy, Rubick, Mad Monkeys, loss, med, Luna, Perfavore, Ember Spirit, azeri, Lycan, Asakura, Pudge, Aika, Ogre Magi, 4, 33:42
Ivory Team, win, Gohan, Dragon Knight, Ken, Invoker, Rupido, Primal Beast, Dric, Gyrocopter, Grimz, Dark Willow, Essence, loss, Armel, Pangolier, xxappy, Bristleback, Raven^, Phantom Assassin, NARMAN, Riki, ponyo, Warlock, 2, 28:50
Shadow Avengers, loss, Akila, Gyrocopter, Fernandos, Lina, Odisey, Batrider, LakeY, Lion, Chipicao, Nyx Assassin, Bright Crusaders, win, VittoBossG, Huskar, TwoFaced, Grimstroke, Bandana, Doom, Norbert, Clockwerk, Satoru, Ogre Magi, 4, 42:26
Lucky Bulldogs, win, Yathest, Gyrocopter, jaieri, Ember Spirit, Milkshake, Legion Commander, AYAYAYA, Rubick, Tortoiseshell, Zeus, Hustlers, loss, Polcamid, Phantom Assassin, Frodo, Tiny, Dimidrol, Magnus, REQSTICK, Lich, Wannakms, Jakiro, 4, 26:40
DARK , loss, wannacoffee, Axe, Aboba, Puck, Vahee, Morphling, Denz, Dark Willow, SectumSempra, Magnus, Foxy Gaming, win, Pudre, Gyrocopter, babyface, Lina, titik, Doom, Exterminator, Grimstroke, ShinraTensei, Crystal Maiden, 4, 28:51
Sin Compromiso, loss, DaaD, Sven, wonderk1d^^<, Tiny, Sacred, Doom, Genek, Batrider, Pandaboo, Zeus, low profile, win, JP, Weaver, lalatronii <, Keeper of the Light, Ryu, Bristleback,  slad1n- , Phoenix, stingeR, Clockwerk, 3, 37:00
Hokori, loss, Costabile, Terrorblade, Alone <, Pangolier, fcr, Timbersaw, Aomine, Batrider, Gardick, Disruptor, WT, win, Argius, Dragon Knight, Adrian <, Tidehunter, TaiLung, Tiny, Kiri <, Slark, Bas, Enchantress, 3, 39:19
Perro Negro, win, Wits, Earthshaker, SLATEM$, Lina, Repugnance, Doom, n1ght, Bounty Hunter, Mjz, Enchantress, FUSION, loss, Kotaro, Shadow Fiend, Leostyle^^!, Puck, Frank, Night Stalker, Michael~, Lion, Prada, Ogre Magi, 3, 62:52
PACIFIC, loss, SpeCtregod.-, Gyrocopter, Benjimon, Ember Spirit, Blessed-Kid, Beastmaster, Hanzama, Nyx Assassin, feelinG, Ogre Magi, Condors, win, dusa, Razor, S1RENM, Tiny, Nell-son, Doom, CJ, Enchantress, asao, Shadow Shaman, 3, 48:18
Sin Compromiso, win, DaaD, Dragon Knight, wonderk1d^^<, Tiny, Sacred, Night Stalker, Genek, Batrider, Pandaboo, Zeus, Gosuedota, loss, NATANAEL CANO, Phantom Assassin, x), Queen of Pain, FRANK4, Dawnbreaker, L, Shadow Demon, peluche, Clockwerk, 3, 23:40
Dead Denasty, win, lostintired, Marci, wolf messing, Ember Spirit, Ryu, Invoker, Licht, Shadow Demon, 123, Io, Red bulls, loss, EndRY, Dawnbreaker, sunsy, Phantom Assassin, Arlequin, Puck, life is nothing, Muerta, persik, Phoenix, 3, 28:01
Eoka, loss, Estroyer, Earthshaker, Ifrit, Templar Assassin, Paradise, Night Stalker, N1ne, Shadow Demon, Yeipi_iLTws, Clockwerk, Yoru Ryodan, win, kmcdc, Morphling, Rain, Invoker, Ducho, Dawnbreaker, Ezekiel, Nyx Assassin, SKiLL-, Lich, 3, 46:46
Capibaras, loss, Snufy, Lifestealer,  Sheol, Tiny, TakeCareMia, Timbersaw, Destroyer^^|, Batrider, Accel, Phoenix, WT, win, Adrian <, Tidehunter, Argius, Bloodseeker, TaiLung, Earth Spirit, Kiri <, Muerta, Bas, Enchantress, 3, 41:01
PACIFIC, win, SpeCtregod.-, Morphling, Benjimon, Dragon Knight, Blessed-Kid, Lycan, feelinG, Tusk, Hanzama, Muerta, Kraken, loss, she knows, Terrorblade, karma police, Earthshaker, Annakin THE BOOSTED, Razor, KraueR, Tiny, MliodaS, Venomancer, 3, 15:50
team_leook223, loss, Jia, Magnus, 艿雯妍儿.♣, Medusa, muzan, Invoker, Tony, Clockwerk, CyberDingzhen, Muerta, BPI, win, Skyward, Bristleback, LUVORATORY, Earth Spirit, Anthony, Lich, iSpy, Spectre, braebrae, Batrider, 3, 51:14
WhiteIce, win, col1s1um, Phantom Assassin, Vagabund, Viper, still thinking about you, Phoenix, yxmt, Pudge, 烟火神, Abaddon, NEVER_W1N, loss, dubu <3, Lifestealer, YKCYC, Timbersaw,  Antohkin, Tidehunter, wereegwe, Nyx Assassin, teper` 4to, Shadow Shaman, 3, 19:33
Perro Negro, win, Wits, Terrorblade, SLATEM$, Earthshaker, Repugnance, Primal Beast, n1ght, Nyx Assassin, Mjz, Pugna, Lava, loss, blu, Templar Assassin, Faker, Tiny, Arkano, Lycan, pamplona, Phoenix, CHAAANNN, Clockwerk, 3, 35:21
FUSION, win, Kotaro, Phantom Assassin, Leostyle^^!, Lina, Frank, Doom, Michael~, Muerta, Prada, Chen, Qhali, loss, DarkBlack-, Bloodseeker, Robo-Z, Queen of Pain, drakesh1t , Bristleback, Zxca, Hoodwink, 555, Lich, 3, 41:24
Condors, win, dusa, Ursa, S1RENM, Tiny, CJ, Enchantress, Nell-son, Primal Beast, asao, Lion, SAboys, loss, R, Gyrocopter, Rudy, Earth Spirit, Clovers, Tidehunter, Sie7e, Muerta, Ghost, Phoenix, 3, 29:29
TheLadiesLove, loss, Scheingorm, Tiny, Laserpacer909, Pangolier, Uncle Iroh, Invoker, Alren, Shadow Shaman, papi fresco fan, Phoenix, BPI, win, Skyward, Huskar, LUVORATORY, Earth Spirit, braebrae, Tusk, Anthony, Abaddon, iSpy, Gyrocopter, 3, 30:23
Puraka, loss, Golem, Spectre, Talas2, Invoker, soldier side, Doom, Shey, Shadow Shaman, iSonic, Lich, low profile, win, JP, Templar Assassin, lalatronii <, Puck, Ryu, Beastmaster,  slad1n- , Clockwerk, stingeR, Abaddon, 3, 34:33
Hokori, win, Costabile, Phantom Assassin, Alone <, Earthshaker, fcr, Pangolier, Aomine, Dark Willow, Gardick, Abaddon, TS, loss, DCMC, Magnus, Nengo, Tiny, Hermit, Slardar, MonHty, Muerta, JimmyCoff666, Enchantress, 3, 37:10
Prime Legion, loss, Unirraros, Magnus, Flastyle, Puck, Exmile, Mars, Sqeemz, Skywrath Mage, unnv, Lich, Moonlight Wispers, win, Tiamani, Gyrocopter, indra, Sniper, TeRakudA, Slardar, BenZzarSi, Pudge, Stardust, Witch Doctor, 4, 31:27
CrimsonSky, loss, CS.Lemy, Phantom Assassin, CS.Qipik, Invoker, CS.Nupiq, Windranger, CS.Vexus, Spirit Breaker, CS.Fijik, Lich, Flying Fortune, win, Ff.DaemonT, Anti-Mage, Ff.ZagZag, Necrophos, Ff.WaitFreestyle, Beastmaster, Ff.Duh, Bounty Hunter, Ff.KoSide, Jakiro, 4, 26:50
Wild Dragon, win, WD.Kalanno, Bloodseeker, WD.Nyac, Lina, WD.Javi, Doom, WD.Darima, Rubick, WD.Hellen, Lion, Moonwalk, loss, MW.GeoManser, Wraith King, MW.zruze, Dark Willow, MW.SoLaR, Sniper, MW.BlackSin, Death Prophet, MW.sogi, Nyx Assassin, 4, 31:54
Project Achilles, loss, Scarycrow, Marci, Ravenn, Invoker, kitara, Tidehunter, KiritO, Bounty Hunter, ito, Io, Moonlight Wispers, win, Tiamani, Alchemist, indra, Templar Assassin, TeRakudA, Axe, BenZzarSi, Windranger, Stardust, Crystal Maiden, 4, 35:57
Falcons, loss, skiter, Lycan, Malr1ne, Tiny, ATF, Viper, Cr1t-, Bounty Hunter, Sneyking, Phoenix, PARIVISION, win, Satanic, Phantom Assassin, No[o]ne-, Magnus, DM, Bristleback, 9Class, Spirit Breaker, Dukalis, Dazzle, 1, 47:01
Eye Gaming, loss, yvs, Marci, akinakqe, Lina, Dronik, Gyrocopter, Trekhglaziy, Vengeful Spirit, Janitor看門人, Centaur Warrunner, Dominion, win, Kerrigan, Tiny, expected, Riki, Monah, Alchemist, DoCK†oR_ManGal, Winter Wyvern, BASTREYKO, Doom, 4, 51:51
Xtreme , loss, Lou, Bristleback, Xm, Queen of Pain, niu, Dawnbreaker, Pyw, Tusk, poloson, Shadow Shaman, Gladiators, win, watson, Magnus, Quinn, Sniper, Ace ♠, Doom, tOfu, Bounty Hunter, Seleri, Lich, 1, 34:06
BB TEAM, win, Pure, Phantom Assassin, gpk, Puck, MieRo, Abaddon, TORONTOTOKYO, Warlock, Save-, Bounty Hunter, Liquid, loss, m1CKe, Bloodseeker, Nisha, Sniper, SaberLight, Beastmaster, Boxi, Clockwerk, Insania, Crystal Maiden, 1, 41:15
Zero Tenacity, loss, Retsu, Phantom Assassin, Stojkov, Invoker, nefrit, Lycan, Pablo, Bounty Hunter, LeBronDota, Phoenix, mansaf, win, Shushu, Lina, ruustle, Doom, InstantlyTrendy, Batrider, iLOVEtoBUYBACK, Magnus, Nagato, Ogre Magi, 3, 36:45
Night Pulse, win, dream`, Phantom Assassin, Worick, Pangolier, Davai Lama, Phoenix, dEsire, Clockwerk, Kidaro, Enchantress, Winter Bear, loss, Re{Ali}Ty, Bristleback, Pastil, Tiny, KaChal, Dawnbreaker, Delight, Zeus, Johnnupro, Warlock, 3, 41:45
mansaf, win, Shushu, Huskar, ruustle, Beastmaster, InstantlyTrendy, Riki, iLOVEtoBUYBACK, Magnus, Nagato, Phoenix, alpha mantis, loss, ChapShell, Gyrocopter, king, Tiny,  hajjiprushka, Night Stalker, kenlim0634, Ogre Magi, Futility, Shadow Demon, 3, 18:12
Prime Legion, loss, Unirraros, Medusa, Flastyle, Queen of Pain, Exmile, Kunkka, Sqeemz, Lion, unnv, Lich, Freedom Fighters, win, Imissed, Alchemist, Freedom13, Outworld Destroyer, Xolli, Dawnbreaker, Akujin, Hoodwink, All_After_me, Clockwerk, 4, 29:11
Zero Tenacity, win, Retsu, Lifestealer, Stojkov, Invoker, nefrit, Abaddon, Pablo, Clockwerk, LeBronDota, Phoenix, team_Luckeer4, loss, eztet, Spectre, luckeer4, Outworld Destroyer, Zhabillo, Dawnbreaker, Petushok, Bounty Hunter, pj, Lich, 3, 14:56
Apple City Gang, win, yowaai, Terrorblade, Nizam`, Monkey King, Norma, Pangolier, Astral, Batrider, flacko, Enchantress, chicken Kiev, loss, Flade, Phantom Assassin, Kai , Queen of Pain, Panda , Timbersaw, Hattori, Clockwerk, Professor, Lich, 3, 22:55
YkBros, loss, Ame, Bloodseeker, Emo, Ember Spirit, zeal, Enigma, BoBoKa, Gyrocopter, Tianming, Batrider, Tundra, win, dyrachyo, Razor, bzm, Invoker, 33, Sand King, Saksa, Bounty Hunter, Whitemon, Abaddon, 1, 34:07
Shinigami, win, Monah, Alchemist, S4D4UCLO7, Primal Beast, akinakqe, Monkey King, Yuui-, Dark Willow, yatorrent, Tusk, Elite Eclipse, loss, people better than me:nobody~, Lifestealer, Kerrigan, Timbersaw, saruma, Bristleback, DoCK†oR_ManGal, Lich, Dronik, Pudge, 4, 32:49
1WIN, win, Munkushi~太阳, Dragon Knight, CHIRA_JUNIOR, Invoker, Cloud, Doom, swedenstrong, Riki, Fishman, Lich, Nemiga, loss, zvёzd, Terrorblade, спортик, Lina, Covisnine, Abaddon, Shiishak., Muerta, monodrama, Crystal Maiden, 3, 31:59
Night Pulse, win, dream`, Monkey King, Worick, Timbersaw, Davai Lama, Underlord, dEsire, Muerta, Kidaro, Chen, Storm Pit Squad, loss, Dest1n_y7, Morphling, patmа999, Tiny, LA PASION, Pudge, Myrzilbl4, Bounty Hunter, 617, Tusk, 3, 18:37
PARIVISION, loss, Satanic, Alchemist, No[o]ne-, Puck, DM, Beastmaster, 9Class, Clockwerk, Dukalis, Enchantress, Nigma Galaxy, win, Ghost, Morphling, Suma1L-, Earthshaker, No!ob™, Bristleback, OmaR, Tusk, GH, Pugna, 1, 36:40
Hydra, win, Selfhate, Terrorblade, Ethereal, Monkey King, proletariy, Phoenix, xsvampire, Riki, FSD, Lich, Aim Possible, loss, Lycoris, Phantom Assassin, qwellSEX, Tiny, angel wings, Magnus, qoval, Lion, Aid, Batrider, 3, 71:34
brothermen, loss, Krish, Lifestealer, toshiyb, Pangolier, CodeX, Bristleback, ponlo, Clockwerk, Jeezy, Rubick, Asakura, win, 7jesu, Gyrocopter, young G, Tiny, Infernal, Magnus, slimeyao2, Shadow Shaman, VaniLLl, Elder Titan, 3, 28:24
1WIN, win, Munkushi~太阳, Phantom Assassin, CHIRA_JUNIOR, Magnus, Cloud, Dawnbreaker, swedenstrong, Nyx Assassin, Fishman, Warlock, Y5 Esports, loss, Xenon, Terrorblade, nemamyka, Earth Spirit, Dominic, Beastmaster, Alternate, Tinker, fam0us, Lich, 3, 32:00
BB TEAM, loss, Pure, Slark, gpk, Monkey King, TORONTOTOKYO, Enchantress, MieRo, Lycan, Save-, Muerta, Flipster Talon, win, Natsumi-, Gyrocopter, Mikoto, Tiny, Ws, Timbersaw, Jhocam, Clockwerk, kuku, Phoenix, 1, 31:38
Storm Pit Squad, win, Dest1n_y7, Morphling, patmа999, Pangolier, LA PASION, Pudge, Myrzilbl4, Batrider, 617, Chen, Akatsuki, loss, Sadistic, Queen of Pain, Silenceツ, Anti-Mage, Ares, Vengeful Spirit, Adel.k1, Ogre Magi, Mangekyu, Dawnbreaker, 3, 30:19
Ban9, win, nesfeer, Terrorblade, re1bl, Ember Spirit, amoralis, Batrider, Htrd, Lich, ififall, Timbersaw, N3X7, loss, shigetsu, Phantom Assassin, B4x4zzz, Invoker, alym, Enigma, Doctorbum, Shadow Shaman, Hardl, Warlock, 3, 28:19
Nemiga, win, zvёzd, Terrorblade, спортик, Invoker, Covisnine, Dawnbreaker, Shiishak., Batrider, monodrama, Clockwerk, Quan, loss, bashka, Bloodseeker, Rvze, Tiny, wxste21, Shadow Demon, malone, Doom, Fezor, Lich, 3, 33:03
4Pirates, loss, Otaker, Night Stalker, nattynarwhal_, Invoker, mister moral, Enigma, ariel, Venomancer, perdan4ik, Batrider, Aim Possible, win, Lycoris, Morphling, qwellSEX, Tiny, angel wings, Magnus, Aid, Ogre Magi, qoval, Shadow Demon, 3, 37:21
Asakura, win, 7jesu, Morphling, young G, Tiny, Infernal, Tidehunter, slimeyao2, Lion, VaniLLl, Elder Titan,  7DeadlySins, loss, escape, Bloodseeker, zltboss, Gyrocopter, haru, Pangolier, Roger Stone, Bristleback, yun, Lich, 3, 28:23
Dragon Blood, loss, Bubiza, Terrorblade, Tonyoka, Lina, Kayaru, Axe, Drand, Rubick, PsiBlades, Crystal Maiden, Foxy Gaming, win, Pudre, Gyrocopter, babyface, Sniper, titik, Bristleback, Exterminator, Lion, ShinraTensei, Ogre Magi, 4, 23:49
Gladiators, loss, watson, Templar Assassin, Quinn, Sniper, Ace ♠, Beastmaster, tOfu, Bounty Hunter, Seleri, Crystal Maiden, Falcons, win, skiter, Gyrocopter, Malr1ne, Dragon Knight, ATF, Bristleback, Cr1t-, Clockwerk, Sneyking, Enchantress, 1, 53:42
Hydra, win, Selfhate, Terrorblade, Ethereal, Pangolier, proletariy, Doom, xsvampire, Bounty Hunter, FSD, Shadow Demon, -_Hope_-, loss, rincyq, Phantom Assassin, serenada, Tiny, a/red, Night Stalker, raregod, Morphling, Feindaim, Lich, 3, 51:00
Ban9, win, nesfeer, Alchemist, re1bl, Puck, Htrd, Enchantress, amoralis, Dark Willow, ififall, Timbersaw, TaidyXa-6paTyxA, loss, JACKIE CHAN, Phantom Assassin, dudec59, Invoker,  allshka21, Dawnbreaker, pendal`, Rubick, Zebrail, Winter Wyvern, 3, 12:05
N3X7, win, shigetsu, Phantom Assassin, B4x4zzz, Puck, alym, Primal Beast, Doctorbum, Tiny, Hardl, Phoenix, Dark Hawk, loss, Yumiko, Lifestealer, hAze, Queen of Pain, Krylat, Beastmaster, jAM3S, Dark Willow, Pima, Lich, 3, 30:04
Tundra, loss, dyrachyo, Phantom Assassin, bzm, Earthshaker, 33, Bristleback, Saksa, Riki, Whitemon, Warlock, Liquid, win, m1CKe, Alchemist, Nisha, Pangolier, SaberLight, Primal Beast, Boxi, Hoodwink, Insania, Jakiro, 1, 38:10
brothermen, win, Krish, Bloodseeker, toshiyb, Invoker, CodeX, Tidehunter, Jeezy, Batrider, ponlo, Enchantress, xanbl, loss, Lukas, Phantom Assassin, katsura, Tiny, VladikTheHtiviy, Night Stalker, Yerlan, Shadow Demon, Till the end, Phoenix, 3, 21:59
Hydra, win, Selfhate, Templar Assassin, Ethereal, Monkey King, proletariy, Tidehunter, xsvampire, Riki, FSD, Shadow Demon, Yupland, loss, sef, Phantom Assassin, q`1, Lina, Rendaik, Dawnbreaker, keeenon, Muerta, humbledog, Undying, 3, 13:16
Ronin, loss, Пьяный батя, Lifestealer, love2love, Tiny, GGMediocre, Tidehunter, Kybick, Dark Willow, ficus, Phoenix, Y5 Esports, win, Xenon, Dragon Knight, nemamyka, Ember Spirit, Dominic, Beastmaster, Alternate, Muerta, fam0us, Zeus, 3, 47:21
1WIN, win, Munkushi~太阳, Phantom Assassin, CHIRA_JUNIOR, Storm Spirit, Cloud, Phoenix, swedenstrong, Marci, Fishman, Warlock, SCARY, loss, 40iq player, Bloodseeker, Knn, Dawnbreaker, Ariurn, Jakiro, 震惊, Clockwerk, люблю когда норма, Earth Spirit, 3, 11:33
Xtreme , loss, Lou, Dragon Knight, Xm, Monkey King, niu, Underlord, Pyw, Muerta, poloson, Enchantress, Nigma Galaxy, win, Ghost, Morphling, Suma1L-, Tiny, No!ob™, Bristleback, OmaR, Riki, GH, Pugna, 1, 44:17
Nethercore, win, people better than me:nobody~, Alchemist, akinakqe, Void Spirit, S4D4UCLO7, Beastmaster, Yuui-, Tinker, yatorrent, Dark Willow, Dominion, loss, Disperser, Gyrocopter, SandQ, Dawnbreaker, salamandradoto, Zeus, Trekhglaziy, Huskar, sakura, Clockwerk, 4, 24:15
brothermen, win, Krish, Alchemist, toshiyb, Pangolier, CodeX, Tidehunter, ponlo, Clockwerk, Jeezy, Zeus, Ala-Too , loss, abyss, Bristleback, wooooooooooooooooop, Tiny, senra, Keeper of the Light, Kawador-, Timbersaw, qwpep, Lich, 3, 26:59
LSG, win, Kintaro, Ursa, Scorpion, Lina, Cyrax, Legion Commander, Quan Chi, Vengeful Spirit, Nightwolf, Pudge, Bright Crusaders, loss, VittoBossG, Terrorblade, TwoFaced, Leshrac, Bandana, Lycan, Norbert, Techies, Satoru, Ogre Magi, 4, 25:01
Ferzi, loss, nongrata`, Templar Assassin, kingr-, Queen of Pain, blowyourbrain, Dawnbreaker, Pgg, Clockwerk, JAGUARRR, Muerta,  7DeadlySins, win, zltboss, Batrider, escape, Phantom Assassin, haru, Void Spirit, Roger Stone, Brewmaster, yun, Warlock, 3, 29:59
-_Hope_-, win, rincyq, Lifestealer, serenada, Lycan, a/red, Sand King, raregod, Bounty Hunter, Feindaim, Pugna, accbuyers squad, loss, code63, Templar Assassin, J1m1, Invoker, justwanna_T, Underlord, Ustami, Dark Willow, Пушка, Clockwerk, 3, 23:25
Flipster Talon, loss, Natsumi-, Tiny, Mikoto, Sniper, Ws, Bristleback, Jhocam, Batrider, kuku, Pugna, YkBros, win, Ame, Beastmaster, Emo, Ember Spirit, zeal, Dawnbreaker, BoBoKa, Shadow Shaman, Tianming, Phoenix, 1, 47:11
RED R, loss, 駆逐艦, Phantom Assassin, COBRA, Earth Spirit, 1mMo'RR'Ta1, Elder Titan, Prime Time, Phoenix, supernail prime, Rubick, TaidyXa-6paTyxA, win, JACKIE CHAN, Morphling, dudec59, Earthshaker,  allshka21, Dawnbreaker, pendal`, Snapfire, Zebrail, Ogre Magi, 3, 37:06
Quan, win, bashka, Phantom Assassin, Rvze, Shadow Fiend, malone, Doom, wxste21, Clockwerk, Fezor, Batrider, blue submarine, loss, ssnovv1, Tiny, Mirele, Ember Spirit, Spirit, Phoenix, Somnia, Bounty Hunter, asdekor_r, Warlock, 3, 49:10
N3X7, win, shigetsu, Alchemist, B4x4zzz, Puck, alym, Beastmaster, Doctorbum, Riki, Hardl, Warlock, Storm Pit Squad, loss, Dest1n_y7, Dawnbreaker, WitchKing217, Rubick, patmа999, Tusk, Myrzilbl4, Venomancer, 617, Shadow Demon, 3, 26:52
PARIVISION, loss, Satanic, Templar Assassin, No[o]ne-, Monkey King, DM, Phoenix, 9Class, Spirit Breaker, Dukalis, Ogre Magi, Gladiators, win, watson, Bloodseeker, Quinn, Huskar, Ace ♠, Pangolier, tOfu, Dark Willow, Seleri, Lich, 1, 33:07
Flawless Goblins, loss, tinkywinky, Phantom Assassin, ZodiAc!, Keeper of the Light, Kreen, Timbersaw, Okoni, Spirit Breaker, Randing, Oracle, DARK , win, wannacoffee, Luna, Aboba, Earthshaker, Vahee, Dragon Knight, Denz, Rubick, SectumSempra, Crystal Maiden, 4, 23:19
